id,ltable_ID,rtable_ID,ltable_ENTRYTYPE,ltable_author,ltable_title,ltable_year,rtable_ENTRYTYPE,rtable_author,rtable_title,rtable_year,label
211024,262,1725,article,"Kian{-}Lee Tan and
Jeffrey Xu Yu and
Pin{-}Kwang Eng","Supporting Range Queries in a Wireless Environment with Nonuniform
Broadcast",1999,article,"Tan, Kian-Lee and Yu, Jeffrey Xu and Eng, Pin-Kwang",Supporting range queries in a wireless environment with nonuniform broadcast,1999.0,1
1020395,2173,2265,inproceedings,"Peter Bod{\'{\i}}k and
Greg Friedman and
Lukas Biewald and
Helen Levine and
George Candea and
Kayur Patel and
Gilman Tolle and
Jonathan Hui and
Armando Fox and
Michael I. Jordan and
David A. Patterson","Combining Visualization and Statistical Analysis to Improve Operator
Confidence and Efficiency for Failure Detection and Localization",2005,inproceedings,"Bodik, Peter and Friedman, Greg and Biewald, Lukas and Levine, Helen and Candea, George and Patel, Kayur and Tolle, Gilman and Hui, Jon and Fox, Armando and Jordan, Michael and others",Combining visualization and statistical analysis to improve operator confidence and efficiency for failure detection and localization,2005.0,1
110376,167,1842,inproceedings,"Weiguo Zheng and
Lei Zou and Xiang Lian and Jeffrey Xu Yu and Shaoxu Song and Dongyan Zhao","How to Build Templates for {RDF} Question/Answering: An Uncertain
Graph Similarity Join Approach",2015,article,"Yu, JX and Bian, XH and Yu, Y and Wang, YG",Full-scale collapse test and numerical simulation of deepwater pipeline,2012.0,0
776297,1561,2855,article,"Frank S. C. Tseng and
Chia{-}Wei Chen",Integrating heterogeneous data warehouses using {XML} technologies,2005,article,"Zhu, Xingquan and Ding, Wei and Philip, S Yu and Zhang, Chengqi",One-class learning and concept summarization for data streams,2011.0,0
393011,644,2259,inproceedings,"Jeffrey Xu Yu and
Michael K. Ng and
Joshua Zhexue Huang",Patterns Discovery Based on Time-Series Decomposition,2001,article,"Wolpert, Daniel M and Ghahramani, Zoubin and Jordan, Michael I",Perceptual distortion contributes to the curvature of human reaching movements,1994.0,0
170068,225,1770,article,"Cheqing Jin and
Ke Yi and
Lei Chen and
Jeffrey Xu Yu and
Xuemin Lin",Sliding-window top-k queries on uncertain streams,2008,article,"Jin, Cheqing and Yi, Ke and Chen, Lei and Yu, Jeffrey Xu and Lin, Xuemin",Sliding-window top-k queries on uncertain streams,2010.0,0
969764,2101,2212,article,"Tommi S. Jaakkola and
Michael I. Jordan",Computing Upper and Lower Bounds on Likelihoods in Intractable Networks,2013,inproceedings,"Jaakkola, Tommi S and Jordan, Michael I",Computing upper and lower bounds on likelihoods in intractable networks,1996.0,0
564895,791,2187,article,"Eric P. Xing and
Michael I. Jordan and
Roded Sharan",Bayesian Haplotype Inference via the Dirichlet Process,2007,article,"Xing, Eric P and Jordan, Michael I and Sharan, Roded",Bayesian haplotype inference via the Dirichlet process,2007.0,1
742550,1444,2607,inproceedings,"Jan Mandel and
Lynn S. Bennethum and
Mingshi Chen and
Janice L. Coen and
Craig C. Douglas and
Leopoldo P. Franca and
Craig J. Johns and
Minjeong Kim and
Andrew V. Knyazev and
Robert Kremens and
Vaibhav Kulkarni and
Guan Qin and
Anthony Vodacek and
Jianjia Wu and
Wei Zhao and
Adam Zornes",Towards a Dynamic Data Driven Application System for Wildfire Simulation,2005,inproceedings,"Chi, Yun and Philip, S Yu and Wang, Haixun and Muntz, Richard R",Loadstar: A Load Shedding Scheme for Classifying Data Streams.,2005.0,0
15467,55,2924,inproceedings,"Rui Camacho and Rita Ferreira and Natacha Rosa and V{\^{a}}nia Guimar{\~{a}}es and
Nuno A. Fonseca and V{\'{\i}}tor Santos Costa and Miguel de Sousa and Alexandre Magalh{\~{a}}es","Predicting the Start of Protein \emph{alpha}-Helices Using Machine
Learning Algorithms",2010,misc,"Chang, Shu-Ping and Gu, Xiaohui and Papadimitriou, Spyridon and Yu, Philip Shi-lung",Systems and methods for predictive failure management,2010.0,0
864214,1878,1175,inproceedings,"Sung Jin Choi and
Hee Yong Youn and
Hyung Soo Lee",On Highly Secure and Available Data Storage Systems,2004,inproceedings,"Goldberger, Jacob and Hinton, Geoffrey E and Roweis, Sam T and Salakhutdinov, Ruslan",Neighbourhood components analysis,2004.0,0
30548,101,2397,inproceedings,Nurcan Yuruk and Xiaowei Xu and Chen Li and Jeffrey Xu Yu,"Supporting Keyword Queries on Structured Databases with Limited Search
Interfaces",2008,misc,"Aggarwal, Charu C and Philip, S Yu",Content based method for product-peer filtering,2002.0,0
613942,969,860,article,Qiang Cheng,"A Sparse Learning Machine for High-Dimensional Data with Application
to Microarray Gene Analysis",2010,inproceedings,"Bhargav-Spantzel, Abhilasha and Squicciarini, Anna and Bertino, Elisa and Kong, Xiangwei and Zhang, Weike",Biometrics-based identifiers for digital identity management,2010.0,0
1051660,2217,2313,inproceedings,"Gert R. G. Lanckriet and
Minghua Deng and
Nello Cristianini and
Michael I. Jordan and
William Stafford Noble","Kernel-Based Data Fusion and Its Application to Protein Function Prediction
in Yeast",2004,article,"Mackey, Lester and Jordan, Michael I and Chen, Richard Y and Farrell, Brendan and Tropp, Joel A and others",Matrix concentration inequalities via the method of exchangeable pairs,2014.0,0
25314,93,2202,inproceedings,"Daniel Ortiz{-}Mart{\'{\i}}nez and
Ismael Garc{\'{\i}}a{-}Varea and
Francisco Casacuberta",Online Learning for Interactive Statistical Machine Translation,2010,article,"Ghahramani, Zoubin and Wolptrt, Daniel M and Jordan, Michael I",Computational models of sensorimotor integration,1997.0,0
1030467,2186,2206,inproceedings,"Francis R. Bach and
Michael I. Jordan",Thin Junction Trees,2001,inproceedings,"Bach, Francis R and Jordan, Michael I",Thin junction trees,2001.0,1
242977,288,1941,inproceedings,"Cheqing Jin and
Fang Xiong and
Joshua Zhexue Huang and
Jeffrey Xu Yu and
Aoying Zhou",Mining Frequent Items in Spatio-temporal Databases,2004,incollection,"Jin, Cheqing and Xiong, Fang and Huang, Joshua Zhexue and Yu, Jeffrey Xu and Zhou, Aoying",Mining frequent items in spatio-temporal databases,2004.0,1
900102,1993,453,article,"Boris Stilman and
Vladimir Yakhnis and
Oleg Umanskiy",The Primary Language of ancient battles,2011,book,"Bertino, Elisa and Ooi, Beng Chin and Sacks-Davis, Ron and Tan, Kian-Lee and Zobel, Justin and Shidlovsky, Boris and Andronico, Daniele",Indexing techniques for advanced database systems,2012.0,0
1225128,2627,1434,article,J. H. Westbrook,"Problems in the computerization of chemical information: capture of
tabular and graphical data",1993,article,"Adel, Tameem and Smith, Benn and Urner, Ruth and Stashuk, Daniel and Lizotte, Daniel J",Generative multiple-instance learning models for quantitative electromyography,2013.0,0
1149426,2391,2979,inproceedings,"Heidi J. C. Ellis and
Steven A. Demurjian","{ADAM:} a graphical, object-oriented database-design tool and code
generator",1991,article,"Arpaci, Remzi H and Dusseau, Andrea C and Vahdat, Amin M and Liu, Lok T and Anderson, Thomas E and Patterson, David A",The interaction of parallel and sequential workloads on a network of workstations,1995.0,0
417693,665,1611,inproceedings,"Gabriel Pui Cheong Fung and
Jeffrey Xu Yu and
Philip S. Yu and
Hongjun Lu",Parameter Free Bursty Events Detection in Text Streams,2005,inproceedings,"Fung, Gabriel Pui Cheong and Yu, Jeffrey Xu and Yu, Philip S and Lu, Hongjun",Parameter free bursty events detection in text streams,2005.0,1
1237004,2665,808,inproceedings,"Jue Xie and
Frada Burstein","Using Machine Learning to Support Resource Quality Assessment: An
Adaptive Attribute-Based Approach for Health Information Portals",2011,inproceedings,"Ni, Qun and Bertino, Elisa",xfACL: An extensible functional language for access control,2011.0,0
1161972,2428,1183,inproceedings,"Oliver R{\""{u}}bel and
Sean Ahern and
E. Wes Bethel and
Mark D. Biggin and
Hank Childs and
Estelle Cormier{-}Michel and
Angela H. DePace and
Michael B. Eisen and
Charless C. Fowlkes and
Cameron G. R. Geddes and
Hans Hagen and
Bernd Hamann and
Min{-}Yu Huang and
Soile V. E. Ker{\""{a}}nen and
David W. Knowles and
Cris L. Luengo Hendriks and
Jitendra Malik and
Jeremy S. Meredith and
Peter Messmer and
Prabhat","Coupling visualization and data analysis for knowledge discovery from
multi-dimensional scientific data",2010,article,"Hinton, Geoffrey E",Deterministic Boltzmann learning performs steepest descent in weight-space,1989.0,0
183910,237,1973,inproceedings,"Nan Tang and
Jeffrey Xu Yu and
M. Tamer {\""{O}}zsu and
Kam{-}Fai Wong",Hierarchical Indexing Approach to Support XPath Queries,2008,inproceedings,"Tang, Nan and Yu, Jeffrey Xu and {\""O}zsu, M Tamer and Wong, Kam-Fai",Hierarchical indexing approach to support XPath queries,2008.0,1
235618,282,1770,article,"Chengfei Liu and
Jianxin Li and
Jeffrey Xu Yu and
Rui Zhou",Adaptive relaxation for querying heterogeneous {XML} data sources,2010,article,"Jin, Cheqing and Yi, Ke and Chen, Lei and Yu, Jeffrey Xu and Lin, Xuemin",Sliding-window top-k queries on uncertain streams,2010.0,0
1067524,2241,527,inproceedings,"Wei Xu and
Ling Huang and
Armando Fox and
David A. Patterson and
Michael I. Jordan",Online System Problem Detection by Mining Patterns of Console Logs,2009,inproceedings,"Ni, Qun and Bertino, Elisa and Lobo, Jorge",D-algebra for composing access control policy decisions,2009.0,0
154215,207,2806,article,"Rui Zhou and
Chengfei Liu and
Jianxin Li and
Jeffrey Xu Yu",{ELCA} evaluation for keyword search on probabilistic {XML} data,2013,article,"Yu, Philip S and Balsamo, Simonetta and Lee, Yann-Hang",Dynamic transaction routing in distributed database systems,1988.0,0
489841,727,1091,inproceedings,"Gabriel Pui Cheong Fung and
Jeffrey Xu Yu and
Hongjun Lu",Classifying Text Streams in the Presence of Concept Drifts,2004,inproceedings,"Bertino, Elisa and Crispo, Bruno and Mazzoleni, Pietro",Supporting Multi-Dimensional Trustworthiness for Grid Workflows.,2004.0,0
415677,663,2054,article,"Yajun Yang and
Jeffrey Xu Yu and
Hong Gao and
Jian Pei and
Jianzhong Li",Mining most frequently changing component in evolving graphs,2014,inproceedings,"Yu, Jin and Shi, Yu Xiang and Yang, Gui Wu",Finite Element Analysis and Experimental of Milling Force for Aeronautical Thin-Walled Workpiece,2011.0,0
945952,2067,2760,article,"David M. Blei and
K. Franks and
Michael I. Jordan and
I. Saira Mian","Statistical modeling of biomedical corpora: mining the Caenorhabditis
Genetic Center Bibliography for genes related to life span",2006,inproceedings,"Kong, Xiangnan and Yu, Philip S and Ding, Ying and Wild, David J",Meta path-based collective classification in heterogeneous information networks,2012.0,0
1091619,2277,2273,article,"Michael I. Jordan and
Terrence J. Sejnowski",Graphical Models: Foundations of Neural Computation,2002,book,"Jordan, Michael Irwin",Graphical models: Foundations of neural computation,2001.0,0
202265,253,1801,article,"Hong Cheng and
Yang Zhou and
Xin Huang and
Jeffrey Xu Yu","Clustering large attributed information networks: an efficient incremental
computing approach",2012,article,"Cheng, Hong and Zhou, Yang and Huang, Xin and Yu, Jeffrey Xu",Clustering large attributed information networks: an efficient incremental computing approach,2012.0,1
166407,220,2071,article,"Xin Huang and
Laks V. S. Lakshmanan and
Jeffrey Xu Yu and
Hong Cheng",Approximate Closest Community Search in Networks,2015,article,"Huang, Xin and Lakshmanan, Laks VS and Yu, Jeffrey Xu and Cheng, Hong",Approximate Closest Community Search in Networks,2015.0,1
22608,80,1280,inproceedings,"Gopalan Vani and
Ramaswamy Savitha and
Narasimhan Sundararajan","Classification of abnormalities in digitized mammograms using Extreme
Learning Machine",2010,inproceedings,"Memisevic, Roland and Hinton, Geoffrey",Unsupervised learning of image transformations,2007.0,0
633709,1036,2665,inproceedings,"Sheng Yu and
Yinfeng Xu and
Ming Liu and
Feifeng Zheng","Optimal Policy for Single-Machine Scheduling with Deterioration Effects, Learning Effects, Setup Times, and Availability Constraints",2011,inproceedings,"Dan, Asit and Dias, Daniel M and Philip, S Yu",The Effect of Skewed Data Access on Buffer Hits and Data Contention an a Data Sharing Environment.,1990.0,0
1086084,2268,2176,inproceedings,"Eric P. Xing and
Michael I. Jordan and
Stuart J. Russell","A generalized mean field algorithm for variational inference in exponential
families",2003,article,"Desmurget, Michel and Jordan, Michael and Prablanc, Claude and Jeannerod, Marc",Constrained and unconstrained movements involve different control strategies,1997.0,0
979560,2114,2333,article,"Zhihua Zhang and
Guang Dai and
Congfu Xu and
Michael I. Jordan","Regularized Discriminant Analysis, Ridge Regression and Beyond",2010,article,"Zhang, Zhihua and Dai, Guang and Xu, Congfu and Jordan, Michael I","Regularized discriminant analysis, ridge regression and beyond",2010.0,1
801347,1649,1308,inproceedings,"Ildefonso Mart{\'{\i}}nez{-}Marchena and
Llanos Mora L{\'{o}}pez and
Pedro J. Sanchez and
Mariano Sidrach de Cardona","Binding Machine Learning Models and {OPC} Technology for Evaluating
Solar Energy Systems",2010,inproceedings,"Krizhevsky, Alex and Hinton, Geoffrey E and others",Factored 3-way restricted boltzmann machines for modeling natural images,2010.0,0
801460,1649,2034,inproceedings,"Ildefonso Mart{\'{\i}}nez{-}Marchena and
Llanos Mora L{\'{o}}pez and
Pedro J. Sanchez and
Mariano Sidrach de Cardona","Binding Machine Learning Models and {OPC} Technology for Evaluating
Solar Energy Systems",2010,article,"Remick, SC and Yu, JJ and Fu, P and Pink, JJ and Dawson, D and Wasman, J and Orem, J and Mwanda, WO and Guo, Y and Liang, X and others",HPV genotype and EGFR activation in conjunctival carcinoma among HIV patients in East Africa,2010.0,0
363133,620,1687,inproceedings,"Haixun Wang and
Hao He and
Jun Yang and
Philip S. Yu and
Jeffrey Xu Yu",Dual Labeling: Answering Graph Reachability Queries in Constant Time,2006,article,"Jin, Cheqing and Yi, Ke and Chen, Lei and Yu, Jeffrey Xu and Lin, Xuemin",Sliding-window top-k queries on uncertain streams,2008.0,0
167750,221,2496,article,"Rong{-}Hua Li and
Lu Qin and
Jeffrey Xu Yu and
Rui Mao",Influential Community Search in Large Networks,2015,inproceedings,"Long, Bo and Zhang, Zhongfei Mark and Yu, Philip S",A probabilistic framework for relational clustering,2007.0,0
95905,155,1718,inproceedings,Ke Wang and Yuelong Jiang and Jeffrey Xu Yu and Guozhu Dong and Jiawei Han,Pushing Aggregate Constraints by Divide-and-Approximate,2003,inproceedings,"Wang, Ke and Jiang, Yuelong and Yu, Jeffrey Xu and Dong, Guozhu and Han, Jiawei",Pushing aggregate constraints by divide-and-approximate,2003.0,1
1247984,2703,1910,inproceedings,"S{\'{e}}bastien Darfeuille and
Christophe Kelma","Production test of an {RF} receiver chain based on {ATM} combining
{RF} {BIST} and machine learning algorithm",2011,article,"YU, Jin and YANG, Guiwu",FEM Simulation for Milling Force of Aeronautical Thin-walled Workpiece [J],2011.0,0
1027448,2181,2340,inproceedings,"Daniel Crankshaw and
Peter Bailis and
Joseph E. Gonzalez and
Haoyuan Li and
Zhao Zhang and
Michael J. Franklin and
Ali Ghodsi and
Michael I. Jordan","The Missing Piece in Complex Analytics: Low Latency, Scalable Model
Management and Serving with Velox",2015,article,"Jordan, Michael I and Rumelhart, DE",Internal world models and supervised learning,2014.0,0
1011465,2160,2116,article,"Kobus Barnard and
Pinar Duygulu and
David A. Forsyth and
Nando de Freitas and
David M. Blei and
Michael I. Jordan",Matching Words and Pictures,2003,article,"Barnard, Kobus and Duygulu, Pinar and Forsyth, David and De Freitas, Nando and Blei, David M and Jordan, Michael I",Matching words and pictures,2003.0,1
32808,103,1918,inproceedings,"Zhenglu Yang and
Jeffrey Xu Yu and Zheng Liu and Masaru Kitsuregawa",Fires on the Web: Towards Efficient Exploring Historical Web Graphs,2010,incollection,"Yang, Zhenglu and Yu, Jeffrey Xu and Liu, Zheng and Kitsuregawa, Masaru",Fires on the web: Towards efficient exploring historical web graphs,2010.0,1
425448,671,2023,article,"Rong{-}Hua Li and
Jeffrey Xu Yu and
Xin Huang and
Hong Cheng and
Zechao Shang",Measuring the impact of {MVC} attack in large complex networks,2014,article,"Chen, QW and Zhang, XM and Zhou, JN and Zhou, X and Ma, GJ and Zhu, M and Zhang, YY and Yu, J and Feng, JF and Chen, SQ","Analysis of Small Fragment Deletions of the APC gene in Chinese Patients with Familial Adenomatous Polyposis, a Precancerous Condition.",2014.0,0
918117,2020,2548,article,"John William Paisley and
Chong Wang and
David M. Blei and
Michael I. Jordan",Nested Hierarchical Dirichlet Processes,2012,article,"Chi, Yun and Wang, Haixun and Philip, S Yu and Muntz, Richard R",Catch the moment: maintaining closed frequent itemsets over a data stream sliding window,2006.0,0
296775,452,1800,inproceedings,"Gang Kou and
Yi Peng and
Yong Shi and
Weixuan Xu",A Set of Data Mining Models to Classify Credit Cardholder Behavior,2003,article,"Chang, Li-Jun and Yu, Jeffrey Xu and Qin, Lu",Context-sensitive document ranking,2010.0,0
1268700,2782,2132,article,"Paul A. Walker and
D. M. Moore","{SIMPLE} An inductive modelling and mapping tool for spatially-oriented
data",1988,article,"Blei, David M and Ng, Andrew Y and Jordan, Michael I",Latent dirichlet allocation,2003.0,0
795637,1631,1688,article,"Jiuwen Cao and
Zhiping Lin and
Guang{-}Bin Huang",Composite function wavelet neural networks with extreme learning machine,2010,inproceedings,"Chen, Baichen and Liang, Weifa and Zhou, Rui and Yu, Jeffrey Xu",Energy-efficient top-k query processing in wireless sensor networks,2010.0,0
2776,9,2836,article,"Leon Goldovsky and Paul Janssen and Dag G. Ahr{\'{e}}n and Benjamin Audit and Ildefonso Cases and Nikos Darzentas and Anton J. Enright and N{\'{u}}ria L{\'{o}}pez{-}Bigas and Jos{\'{e}} M. Peregr{\'{\i}}n{-}Alvarez and Mike Smith and Sophia Tsoka and Victor Kunin and
Christos A. Ouzounis",CoGenT++: an extensive and extensible data environment for computational genomics,2005,article,"Dan, Asit and Yu, Philip S",Performance analysis of buffer coherency policies in a multisystem data sharing environment,1993.0,0
1396772,3252,2333,article,"Zhihua Zhang and
Guang Dai and
Congfu Xu and
Michael I. Jordan","Regularized Discriminant Analysis, Ridge Regression and Beyond",2010,article,"Zhang, Zhihua and Dai, Guang and Xu, Congfu and Jordan, Michael I","Regularized discriminant analysis, ridge regression and beyond",2010.0,1
629814,1026,2800,article,Amarnath Gupta,Life Science Research and Data Management,2004,inproceedings,"Wu, Kun-Lung and Chen, Shyh-Kwei and Yu, Philip S",Processing continual range queries over moving objects using VCR-based query indexes,2004.0,0
152030,206,1040,article,"Junhu Wang and
Jeffrey Xu Yu and
Chaoyi Pang and
Chengfei Liu",Least common container of tree pattern queries and its applications,2012,article,"Nabeel, Mohamed and Zage, John and Kerr, Sam and Bertino, Elisa and Kulatunga, N Athula and Navaratne, U Sudheera and Duren, Michael",Cryptographic Key Management for Smart Power Grids-Approaches and Issues,2012.0,0
248637,293,1633,article,"Kian{-}Lee Tan and
Jeffrey Xu Yu",Generating Broadcast Programs that Support Range Queries,1998,article,"Tan, Kian-Lee and Yu, Jeffrey Xu",Generating broadcast programs that support range queries,1998.0,1
63651,128,2514,inproceedings,"Yuanyuan Zhu and
Lu Qin and Jeffrey Xu Yu and Hong Cheng",Finding top-k similar graphs in graph databases,2012,misc,"Yu, Philip Shi-lung",Method and apparatus for dynamic interval-based load balancing,2000.0,0
1119630,2317,2185,inproceedings,"Neil D. Lawrence and
Michael I. Jordan",Semi-supervised Learning via Gaussian Processes,2004,inproceedings,"Lawrence, Neil D and Jordan, Michael I",Semi-supervised learning via Gaussian processes,2004.0,1
774390,1555,1664,incollection,,Entailment,2010,inproceedings,"Zhou, Yang and Cheng, Hong and Yu, Jeffrey Xu",Clustering large attributed graphs: An efficient incremental approach,2010.0,0
739992,1440,2054,inproceedings,"Yu Cheng and
Chengjie Qin and
Florin Rusu",{GLADE:} big data analytics made easy,2012,inproceedings,"Yu, Jin and Shi, Yu Xiang and Yang, Gui Wu",Finite Element Analysis and Experimental of Milling Force for Aeronautical Thin-Walled Workpiece,2011.0,0
157718,213,1876,article,"Shaoxu Song and
Lei Chen and
Jeffrey Xu Yu",Answering Frequent Probabilistic Inference Queries in Databases,2011,article,"Cheng, James and Shang, Zechao and Cheng, Hong and Wang, Haixun and Yu, Jeffrey Xu",Efficient processing of k-hop reachability queries,2014.0,0
523286,754,1956,article,"Rui Zhou and
Chengfei Liu and
Jeffrey Xu Yu and
Weifa Liang and
Yanchun Zhang",Efficient Truss Maintenance in Evolving Networks,2014,article,"Zhou, Rui and Liu, Chengfei and Yu, Jeffrey Xu and Liang, Weifa and Zhang, Yanchun",Efficient Truss Maintenance in Evolving Networks,2014.0,1
754629,1477,220,inproceedings,"Frank K. H. A. Dehne and
Todd Eavis and
Andrew Rau{-}Chaplin","Coarse Grained Parallel On-Line Analytical Processing {(OLAP)} for
Data Mining",2001,article,"Zheng, Jianping and Vilnis, Luke and Singh, Sameer and Choi, Jinho D and McCallum, Andrew",Dynamic knowledge-base alignment for coreference resolution,2013.0,0
433746,678,1479,inproceedings,"Rong{-}Hua Li and
Jeffrey Xu Yu and
Rui Mao and
Tan Jin","Efficient and accurate query evaluation on uncertain graphs via recursive
stratified sampling",2014,article,"Rumelhart, DE and Hinton, GE and Williams, RJ",time (min.),2014.0,0
82634,144,1694,inproceedings,"Junhu Wang and
Jeffrey Xu Yu and Chengfei Liu",Contained Rewritings of XPath Queries Using Views Revisited,2008,inproceedings,"Zou, Lei and Chen, Lei and Yu, Jeffrey Xu and Lu, Yansheng",A novel spectral coding in a large graph database,2008.0,0
267559,339,1717,incollection,"Alexander A. Frolov and
Dusan H{\'{u}}sek and
Igor P. Muraviev and
Pavel Yu. Polyakov","Learning and Unlearning in Hopfield-Like Neural Network Performing
Boolean Factor Analysis",2010,inproceedings,"Lian, Xiang and Chen, Lei and Yu, Jeffrey Xu",Pattern matching over cloaked time series,2008.0,0
1289499,2861,2118,inproceedings,"Wesley Rom{\~{a}}o and
Alex Alves Freitas and
Roberto C. S. Pacheco","A Genetic Algorithm For Discovering Interesting Fuzzy Prediction Rules:
Applications To Science And Technology Data",2002,article,"Jaakkola, Tommi S and Jordan, Michael I",Bayesian parameter estimation via variational methods,2000.0,0
245265,290,1821,inproceedings,"Wook{-}Shin Han and
Minh{-}Duc Pham and
Jinsoo Lee and
Romans Kasperovics and
Jeffrey Xu Yu","iGraph in action: performance analysis of disk-based graph indexing
techniques",2011,inproceedings,"Han, Wook-Shin and Pham, Minh-Duc and Lee, Jinsoo and Kasperovics, Romans and Yu, Jeffrey Xu",iGraph in action: performance analysis of disk-based graph indexing techniques,2011.0,1
1282697,2825,2933,article,"John S. Delaney and
Anne Mullaley and
Graham W. Mullier and
Graham J. Sexton and
Robin Taylor and
Russell C. Viner","Rapid construction of data tables for quantitative structure-activity
relationship studies",1993,inproceedings,"Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H and Culler, David E and Hellerstein, Joseph M and Patterson, David A",Searching for the sorting record: Experiences in tuning NOW-Sort,1998.0,0
1170881,2445,1391,incollection,Geoffrey E. Hinton,Deep Belief Nets,2010,incollection,"Hinton, Geoffrey",Deep belief nets,2010.0,1
1100666,2291,153,article,"XuanLong Nguyen and
Michael I. Jordan and
Bruno Sinopoli",A kernel-based learning approach to ad hoc sensor network localization,2005,inproceedings,"Culotta, Aron and McCallum, Andrew",Joint deduplication of multiple record types in relational data,2005.0,0
89269,149,2551,inproceedings,Junhu Wang and Jiang Li and Jeffrey Xu Yu,Answering tree pattern queries using views: a revisit,2011,article,"Leff, Avraham and Wolf, Joel L and Yu, Philip S",Replication algorithms in a remote caching architecture,1993.0,0
674609,1195,246,incollection,,Cross-Language Document Categorization,2010,inproceedings,"Druck, Gregory and McCallum, Andrew",High-performance semi-supervised learning using discriminatively constrained generative models,2010.0,0
